Compound	Class	nring	nrot	ndonr	naccr	dis1	dis2	dis3	0c	1c	2c	3cP	3cC	4cPC	3cCH	4cCH	5cCH	6cCH	0cv	1cv	2cv	3cvP	3cvC	4cvPC	3cvCH	4cvCH	5cvCH	6cvCH	nhyd	nhal	nhet	nhev	ncof	ncocl	ncoi	ncarb	nphos	nsulph	noxy	nnitro	1k	2k	3k	1ka	2ka	3ka	phi	Shev	Scar	Shet	Shal	S(1)	S(2)	S(3)	S(4)	S(5)	S(6)	S(7)	S(8)	S(9)	S(10)	S(11)	S(12)	S(13)	S(14)	S(15)	S(16)	S(17)	S(18)	S(19)	S(20)	S(21)	S(22)	S(24)	S(25)	S(26)	S(27)	S(28)	S(29)	S(30)	S(31)	S(32)	S(33)	S(34)	S(35)	S(36)	S(37)	S(38)	S(39)	S(40)	S(41)	S(42)	S(43)	S(51)	S(54)	S(55)	S(56)	S(57)	S(60)	S(80)	Wmol	Vmc	pi	ea	eb	q+	q-	m	h	SN	IP	A	mcp	cen	w	AS	VS	MS	PSA	Sapc	Sanc	Sapcw	Sancw	Svpc	Svnc	Svpcw	Svncw
Levocarnitine	-1	0	6	1	4	8.8612	12.1177	17.5809	11.3534	6.2042	6.8899	2.5105	1.0206	0.8092	0	0	0	0	9.1107	4.3996	4.3022	1.4863	0.2657	0.2559	0	0	0	0	18	0	5	14	0	0	0	9	0	0	4	1	14	5.7778	9.3728	13.06	5.0687	8.4608	4.7284	40.6667	5.4305	35.2361	0	28.3571	0	0	0	0	0	0	0	0	0	0	-3.4178	-0.3265	0	0	7.0273	0	0.3482	0	0	0	-0.5509	0	-1.3941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.7736	4.9018	0	0	0	0	0	0	0	0	0	204.2455	1.2287	0.1289	0.1327	0.0604	0.251	0.4001	3.2948	1.2119	0.8251	1.6229	-0.8009	-0.411	0.411	0.1024	381.812	241.1931	195.9756	54.6515	286.2743	95.5377	32.3997	28.8606	153.602	87.5912	19.1061	24.1839
Levonorgestrel	-1	4	2	1	2	12.9646	15.6202	24.2897	16.2423	11.0438	10.355	10.0448	0.9814	2.6038	0	0	0.0722	0.1717	14.1835	9.479	8.3953	8.0184	0.7091	2.1112	0	0	0.0722	0.1379	28	0	2	23	0	0	0	21	0	0	2	0	16.4675	5.7716	2.2172	15.4573	5.2142	1.9555	3.5042	48.1667	25.3054	22.8613	0	34.7264	0	0	0	0	0	6.6906	0	0.9636	0	0	-11.3554	-0.2931	0	0	2.2167	0	9.1487	5.7787	1.9568	0	2.6126	2.7884	1.7571	0	0	-0.9537	0	0	0	0	0	0	0	0	0	0	11.111	11.7503	0	0	0	0	0	0	0	0	0	0	312.451	1.2615	0.1874	0.1241	0.1462	0.2199	0.3262	3.7549	5.0748	0.1971	10.202	0.0525	-5.1272	5.1272	66.7041	506.1728	337.8295	279.7774	33.3637	386.376	119.7968	41.1594	29.1343	199.7406	138.0888	21.1431	25.1396
Lincomycin	-1	2	7	5	6	17.1347	20.8351	30.9106	20.3006	12.7048	11.5333	9.6964	2.1611	5.482	0	0	0.0962	0.0454	17.3019	10.9066	8.7333	6.5104	1.2856	2.7378	0	0	0.0745	0.0262	34	0	9	27	0	0	0	18	0	1	6	2	23.2806	10.1562	5.3314	22.8648	9.8654	5.1445	8.3544	68.5	3.1924	65.3076	0	126.0395	0	0	0	0	0	0	0	0	0	0	-48.6288	-1.4407	0	0	7.2551	0	3.7483	0	0	0	-7.588	0	0	0	0	0	0	0	0	0	0	0	0	2.0101	0	0	40.7194	12.8485	5.7187	0	0	0	0	0	1.1969	0	0	0	406.5364	2.215	0.1281	0.1258	0.1329	0.2468	0.3859	5.6254	4.4904	0.2227	8.8686	-0.1122	-4.3782	4.3782	43.0379	658.9403	455.0387	376.3744	140.394	558.1533	100.787	59.0724	31.2642	309.5524	145.4863	32.8581	35.519
Linezolid	-1	3	4	1	5	15.1304	17.7456	30.0527	17.1041	11.5417	10.5621	8.3308	1.6893	3.4486	0	0	0.0962	0.1701	13.4574	7.892	5.7886	4.0475	0.6417	1.2329	0	0	0.0373	0.0697	20	1	8	24	1	0	0	16	0	0	4	3	18.7811	8.5895	4.8034	16.6602	7.1442	3.846	4.9593	62.1667	8.4526	53.7141	14.4479	0	0	0	0	0	0	0	0	0	3.2295	0	-1.3205	-0.2396	0	0	1.3971	0	2.9424	0	0	4.7154	-0.4413	0	0	0.5664	0	0	0	0	0	0	0	0	0	0	1.9211	0	0	22.9069	10.4563	0	14.4479	0	0	0	0	0	0	0	337.3501	1.7482	0.1446	0.1207	0.1347	0.2258	0.3968	6.4543	4.3324	0.2308	9.0565	0.3917	-4.7241	4.7241	48.3424	577.7881	349.9904	310.2133	68.6214	400.1061	177.682	46.75	41.9118	189.5393	160.4511	24.9047	27.8965
Liothyronine	-1	2	5	3	4	14.0687	16.6038	24.1978	17.1459	10.7738	10.2822	8.0275	2.0562	4.4385	0	0	0	0.1236	18.0659	9.6393	8.2393	5.4366	1.5699	2.6907	0	0	0	0.0449	12	3	8	23	0	0	3	15	0	0	4	1	19.3264	8.3927	5.235	19.4645	8.4891	5.306	7.1842	59.0267	11.8827	47.144	6.3286	59.0085	0	0	6.6144	0	0	0	0	0	-0.5639	0	-2.9687	-1.7096	0	0	0	0	0.2626	0	0	8.7537	-0.924	0	-1.0194	4.8098	0	0	5.5809	0	0	0	0	0	0	0	0	0	18.4634	10.8664	5.9047	0	0	0	0	0	0	0	0	6.3286	650.9776	1.988	0.1488	0.1178	0.136	0.2533	0.3441	2.5081	4.2524	0.2352	9.1866	0.6818	-4.9342	4.9342	51.7653	566.7275	354.2636	310.9507	85.7521	413.9687	152.7588	63.1757	36.6774	217.2084	137.0552	32.5222	26.4236
Lomustine	-1	1	4	1	3	10.8308	13.9131	21.0058	11.096	7.2744	5.674	4.4184	0.6065	1.445	0	0	0	0.1021	9.3719	5.7835	4.0562	2.7311	0.2607	0.4984	0	0	0	0.1021	16	1	6	15	0	1	0	9	0	0	2	3	13.0667	7.3025	4.5714	12.2306	6.6083	4.0328	5.3882	39.1111	5.5862	33.525	5.4413	0	0	0	0	0	0	0	0	0	0	0	-1.4794	0	0	0	0	0	5.833	0	0	0	0.1859	0	-0.4328	0	0	0	0	0	0	0	0	2.63	0	0	0.8349	0	0	21.8294	0	0	0	0	0	0	0	0	5.4413	0	233.6973	1.3213	0.1272	0.1149	0.1471	0.237	0.4197	3.4931	4.6624	0.2145	10.2944	0.9696	-5.632	5.632	73.9442	438.9693	254.7909	224.8494	58.1594	298.3803	140.5891	34.1716	26.5006	144.6921	110.0988	19.857	21.3833
Loperamide	-1	4	7	1	2	16.1748	20.9783	32.3442	24.1836	16.3488	14.9078	12.8127	1.4258	3.4832	0	0	0	0.3596	20.7093	12.2648	9.9035	7.4242	0.8663	1.6542	0	0	0	0.1478	33	1	5	34	0	1	0	29	0	0	2	2	27.046	12.0299	6.1235	24.4641	10.3065	5.074	7.4158	72.9444	37.7639	35.1806	6.031	35.4675	0	0	0	0	0	0	0	0	7.2511	0	-7.4205	0	0	0	3.6589	0	4.279	0	0	27.7367	0	0	0	3.611	0	-1.6047	0	0	0	0	0	0	0	2.369	0	0	11.2659	13.8108	0	0	0	0	0	0	0	0	6.031	0	477.0449	2.4147	0.1622	0.1261	0.1375	0.2087	0.3777	4.7692	4.7399	0.211	9.3306	-0.1493	-4.5907	4.5907	49.945	733.7037	506.7008	428.8146	39.8856	501.0309	232.6727	58.0224	27.66	248.307	258.3937	29.1936	32.9554
Loracarbef	-1	3	4	3	4	13.5456	16.6816	27.5531	17.4304	11.4136	10.6104	9.0884	1.8507	4.783	0	0.1111	0	0.1576	13.3634	7.8522	6.2038	4.6868	0.8465	1.8891	0	0.0745	0	0.0643	16	1	8	24	0	1	0	16	0	0	4	3	18.7811	7.7091	3.6184	16.4768	6.256	2.7973	4.295	66.6111	5.968	60.6431	5.9185	31.2229	0	0	7.8895	0	0	0	0	0	2.0406	0	-3.669	-1.6134	0	0	0	0	0.8488	0	0	8.8057	-2.0703	0	-1.294	0.6356	0	0	5.9152	0	0	0	0	0	0	0	0	0	0	45.0392	0	0	0	0	0	0	0	0	5.9185	0	349.7731	1.6872	0.1545	0.1204	0.1393	0.2548	0.368	4.4141	4.543	0.2201	9.5117	0.4256	-4.9686	4.9686	56.0774	562.5391	336.3925	301.946	103.7357	384.1729	178.3662	49.6037	43.2281	180.6875	155.705	26.2545	30.0725
Loteprednol	-1	4	7	1	7	12.8742	17.1205	24.5228	23.3112	15.125	14.5372	12.7589	1.5117	3.5508	0	0	0.0722	0.1463	19.5218	11.8741	10.1216	8.7601	0.7014	2.057	0	0	0.0722	0.105	31	1	8	32	0	1	0	24	0	0	7	0	25.1037	9.2231	3.8816	23.7673	8.4386	3.4808	6.2676	79.8611	9.2901	70.571	5.6953	36.9601	0	0	0	0	0	0	0	1.8671	0	-0.2633	-13.559	0	0	0	5.6584	0	2.5136	0	5.233	0	-0.7175	0	-0.5749	0	0	-2.8225	0	0	0	0	0	0	0	0	0	0	11.4721	37.5142	15.8893	0	0	0	0	0	0	0	5.6953	0	466.9577	2.1337	0.1512	0.1225	0.1439	0.2075	0.3429	4.1254	4.8804	0.2049	9.9706	0.2099	-5.0902	5.0902	63.2264	647.763	459.7807	377.638	84.2178	423.0395	224.7236	48.2856	47.4629	260.6594	199.1214	31.8208	40.0912
Lovastatin	-1	3	7	1	5	12.6906	20.847	27.114	21.129	13.7781	12.8519	10.1913	2.3578	4.7601	0	0	0	0.1792	18.1737	11.2595	9.355	6.935	1.411	2.7394	0	0	0	0.1054	36	0	5	29	0	0	0	24	0	0	5	0	23.6587	10.5434	6.0357	22.3867	9.6721	5.4442	7.4664	65.6667	20.0541	45.6126	0	31.0293	0	0	0	0	0	0	0	2.7904	0	0	-12.8116	-0.1393	0	0	8.3255	0	3.8558	0	6.7721	0	0.2362	0	0.8643	0	0	0	0	0	0	0	0	0	0	0	0	0	9.8934	24.2132	11.506	0	0	0	0	0	0	0	0	0	404.5454	2.1158	0.1496	0.1289	0.1332	0.2108	0.3553	5.1221	4.6657	0.2143	8.9043	-0.427	-4.2387	4.2387	41.9123	653.8254	459.4474	380.1834	62.4305	530.2711	123.5543	55.3547	33.0705	292.1157	167.3317	32.2553	35.2456
Mafenide	-1	1	2	2	2	9.7261	11.1086	17.9684	9.1902	5.537	5.4919	3.6488	0.3485	1.1299	0	0	0	0.0833	7.2124	4.9026	3.9545	2.4168	0.322	0.7243	0	0	0	0.0278	10	0	5	12	0	0	0	7	0	1	2	2	10.0833	3.8062	2.7778	8.8926	3.04	2.1401	2.2528	35.75	7.5431	28.2069	0	0	7.2436	0	6.4797	0	0	0	0	0	1.8394	0	0	-1.2552	0	0	0	0	0.3937	0	0	6.1613	0	0	0	0.9881	0	0	5.3282	4.8893	0	0	0	0	0	0	0	0	0	21.5581	0	0	0	0	0	-3.5686	0	0	0	0	186.2282	1.0831	0.1336	0.1104	0.1457	0.2037	0.9068	6.0823	4.3638	0.2292	10.1548	1.4272	-5.791	5.791	73.1714	359.3586	189.9856	175.4092	89.3554	219.6243	139.7343	38.0523	80.2583	91.9488	98.0368	45.0201	39.8268
Mebendazole	-1	3	3	2	4	13.7186	17.1981	25.3212	15.5267	10.669	9.4371	8.0222	1.3519	3.2067	0	0	0.0962	0.1701	11.7908	6.6166	4.6291	3.1871	0.452	0.8874	0	0	0.028	0.0561	13	0	6	22	0	0	0	16	0	0	3	3	16.8438	7.7135	4.1103	13.8158	5.6879	2.8338	3.5719	55.1667	17.4983	37.6683	0	0	4.4553	0	0	0	0	0	0	0	5.7378	0	0	0	0	0	1.2724	0	0	0	0	14.1814	0	0	0.1936	2.4623	0	0	0	0	0	0	0	7.15	0	0	0	0	0	28.0697	0	0	0	0	0	0	0	0	0	0	295.297	1.4143	0.1658	0.12	0.1362	0.2618	0.4062	4.9526	4.37	0.2288	9.2011	0.4611	-4.8311	4.8311	50.9966	519.3803	287.5488	269.0369	75.2721	304.0441	215.3362	44.0087	39.5427	128.2116	159.3372	20.6789	25.157
Mecamylamine	-1	2	1	1	0	6.5016	10.7403	14.1847	8.9831	5.521	5.6996	5.5607	0.2887	1.0502	0	0	0.1768	0.0417	8.776	5.2103	5.3809	5.1276	0.2887	1.0203	0	0	0.1768	0.0417	21	0	1	12	0	0	0	11	0	0	0	1	8.5917	2.2727	0.8264	8.5535	2.2546	0.8182	1.607	20.1667	16.6047	3.562	0	0	0	0	0	4.3717	0	0	0	0	0	0	-1.1494	0	0	0	9.4166	0	4.3797	0	0	0	1.905	0	0	0	0	0.9034	0	0	3.562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167.2936	0.8173	0.1543	0.1568	0.1372	0.1502	0.2856	1.1254	6.26	0.1597	9.3033	-3.2166	-3.0434	3.0434	28.9901	342.8203	214.3075	174.3901	13.0717	320.1804	22.6399	26.5161	4.3063	153.8015	60.506	12.9746	10.6251
Meclocycline	-1	5	2	6	8	13.1138	17.5826	26.2012	24.7292	15.2774	15.3897	13.8861	3.0041	8.0006	0	0	0	0.1567	18.3813	10.2376	9.0118	7.025	1.4829	3.3506	0	0	0	0.0838	21	1	11	33	0	1	0	22	0	0	8	2	26.0741	8.8342	3.4778	23.4579	7.4033	2.8007	5.2626	98.25	-7.2304	105.4804	5.2787	179.1838	0	0	0	0	0	0	-0.8183	0	-6.9345	0	-24.676	0	0	52.4786	2.9053	3.9085	0	0	0	2.5589	-6.0219	0	-7.1158	-0.4985	0	-2.9668	0	0	0	0	0	0	0	1.3269	0	0	55.0783	38.5376	0	0	0	0	0	0	0	0	5.2787	0	476.8695	1.9272	0.181	0.1164	0.137	0.3023	0.4356	3.3935	4.2282	0.2365	9.285	0.8285	-5.0568	5.0568	54.0599	599.3794	409.8523	348.3432	149.9632	400.2002	199.1792	57.2528	53.7834	227.6845	182.1678	34.2075	43.71
Medroxyprogesterone	-1	4	1	1	3	12.8382	16.4701	23.8166	18.1983	11.6325	12.1487	11.2374	1.3027	3.3728	0	0	0.0722	0.1463	16.1002	10.1165	9.9083	9.0128	0.8446	2.3782	0	0	0.0722	0.1182	32	0	3	25	0	0	0	22	0	0	3	0	18.3673	5.7474	2.3043	17.4536	5.28	2.0791	3.6862	54.5833	19.0831	35.5003	0	35.8364	0	0	0	0	0	0	0	1.0649	0	0	-9.5817	-1.005	0	0	8.3963	0	6.3493	0	1.9571	0	2.0235	0	1.6329	0	0	-1.2761	0	0	0	0	0	0	0	0	0	0	11.2049	24.2953	0	0	0	0	0	0	0	0	0	0	344.493	1.559	0.1667	0.125	0.1448	0.2132	0.3183	5.435	5.0469	0.1981	10.0594	-0.0345	-5.0125	5.0125	63.4013	532.0145	379.4301	301.7331	48.1708	423.2641	108.7504	42.9106	29.5921	244.3473	135.0828	25.3869	27.7127
Medrysone	-1	4	1	1	3	12.7942	15.7676	23.2806	18.1459	11.6812	12.1161	10.412	1.6793	4.0933	0	0	0.0833	0.1375	16.0478	10.1164	9.9342	8.7008	1.0463	2.9107	0	0	0.0833	0.1094	32	0	3	25	0	0	0	22	0	0	3	0	18.3673	6	2.5121	17.4536	5.5171	2.2694	3.8517	54.5	18.9924	35.5076	0	35.2445	0	0	0	0	0	0	0	0.8257	0	0	-14.3686	-0.8315	0	0	8.5462	0	5.393	0	1.9007	0	1.4087	0	1.8414	0	0	-0.0977	0	0	0	0	0	0	0	0	0	0	11.249	24.2586	0	0	0	0	0	0	0	0	0	0	344.493	1.3671	0.1831	0.1242	0.1472	0.2146	0.3504	4.8344	5.1264	0.1951	10.2973	0.0445	-5.1709	5.1709	68.5356	522.8156	367.6657	294.9284	46.3352	395.0285	127.7872	37.4835	34.9829	227.8195	139.8463	23.0648	28.0242
Melphalan	-1	1	8	2	2	12.8639	18.2663	24.9869	14.2507	9.0789	7.5752	5.7202	1.1065	2.5259	0	0	0	0.0833	12.0701	7.0925	4.9362	3.1212	0.4747	0.9103	0	0	0	0.0278	18	2	6	19	0	2	0	13	0	0	2	2	17.0526	9.0312	5.8776	16.0855	8.2508	5.2655	6.9851	49.0556	10.5237	38.5319	11.5006	28.6935	0	0	6.5023	0	0	0	0	0	1.7566	0	-3.9841	-1.6181	0	0	0	0	2.8296	0	0	7.6321	-0.8679	0	-0.9908	1.9206	0	0	5.4969	0	0	0	0	0	0	0	2.0842	0	0	19.4501	0	0	0	0	0	0	0	0	11.5006	0	305.2034	1.6991	0.1252	0.1251	0.1329	0.2501	0.3808	2.4032	4.4616	0.2241	8.8743	-0.0488	-4.4128	4.4128	43.4389	527.6029	322.6786	280.4395	60.4238	281.0809	246.5221	37.7772	42.8358	162.6625	160.0161	20.1013	26.8753
Mepenzolate_bromide	-1	3	5	1	3	12.1311	19.9809	24.2141	17.916	11.9165	11.2992	9.0256	0.6969	1.9522	0	0	0	0.2763	14.8902	8.7823	7.4539	4.9397	0.3262	0.713	0	0	0	0.1287	26	0	4	25	0	0	0	21	0	0	3	1	19.7531	8.3471	4.6464	17.8015	7.0808	3.8155	5.0419	55.5833	24.491	31.0923	0	37.4814	0	0	0	0	0	0	0	0	0.3049	0	-2.5051	0	0	0	4.2789	0	3.7026	0	0	18.0276	-0.1711	0	-0.6002	1.0477	0	-1.7945	0	0	0	0	0	0	0	0	0	0	11.4036	13.066	5.7964	0	0	0	0	0	0	0	0	0	340.4413	1.8027	0.1908	0.1267	0.0608	0.2255	0.3421	2.8003	0.9305	1.0747	1.6576	-0.2034	-0.7271	0.7271	0.246	581.9316	378.0044	322.6351	40.6808	446.2509	135.6808	49.7163	24.059	206.4733	171.5311	23.5615	28.7817
Mercaptopurine	-1	2	0	2	2	6.456	8.7069	13.4062	6.9747	4.877	4.263	3.6832	0.5385	1.4402	0	0	0.1179	0.068	5.7739	3.1533	2.2411	1.5508	0.2656	0.549	0	0	0.0323	0.0161	4	0	5	10	0	0	0	5	0	1	0	4	6.6942	2.56	1.12	5.6673	1.9467	0.7864	1.1032	23.6667	5.1908	18.4759	0	0	3.8517	0	0	0	3.8067	0	0	0.3836	0.3949	0	0	0	0	0	0	0	0	0	1.5707	1.5332	0	0	0	2.0868	0	0	0	0	0	2.7928	0	6.805	3.9375	0	0	0	0	0	0	0	0	0	4.9406	0	0	0	0	0	152.1734	0.7245	0.1794	0.1112	0.1303	0.2857	0.3909	1.2575	3.6311	0.2754	8.6082	1.346	-4.9771	4.9771	44.9742	284.1465	138.6822	131.839	80.1593	147.096	137.0505	25.081	38.256	68.2061	70.476	9.2591	18.7146
Mesalazine	-1	1	1	3	3	7.6772	10.5769	14.0635	8.4307	5.1091	4.8034	3.3765	0.9938	1.8514	0	0	0	0.068	5.6121	2.928	2.0817	1.251	0.2786	0.4314	0	0	0	0.0241	7	0	4	11	0	0	0	7	0	0	3	1	9.0909	3.6	2.2145	7.7141	2.6919	1.5438	1.8878	35.6667	2.5739	33.0928	0	55.599	6.011	0	0	0	0	0	0	0	-4.2501	0	0	0	0	0	0	0	0	0	0	3.8871	0	0	-1.1854	-0.1279	0	0	0	5.2908	0	0	0	0	0	0	0	0	17.4435	10.3584	0	0	0	0	0	0	0	0	0	0	153.1372	0.7883	0.1507	0.1211	0.1269	0.2647	0.4365	1.5905	3.9626	0.2524	8.2758	0.3507	-4.3133	4.3133	36.8603	299.9426	151.5749	141.9926	72.3027	172.7376	127.2051	34.9542	34.8842	76.0246	75.5503	14.9841	18.9518
Mesuximide	-1	2	1	0	2	8.9448	11.9755	17.0211	11.052	7.0544	6.67	6.0261	0.7392	2.2843	0	0	0.068	0.1021	8.8576	4.9205	4.1328	3.0665	0.3053	0.8047	0	0	0.0395	0.0321	13	0	3	15	0	0	0	12	0	0	2	1	11.4844	4.1076	1.8512	9.8977	3.1903	1.3489	2.1051	37.75	13.1132	24.6368	0	0	0	0	0	0	0	0	0	0	3.7811	0	-0.2328	0	0	0	3.366	0	0.2702	0	0	9.4582	0	0	0	0.9099	0	-0.6735	0	0	0	0	0	0	0	0	0	0	0	23.4215	0	0	0	0	0	0	0	0	0	0	203.2402	1.0436	0.1556	0.1256	0.1418	0.14	0.322	1.8816	4.9308	0.2028	9.7639	-0.0977	-4.8331	4.8331	57.5889	385.8486	219.6792	196.2136	32.4839	258.4566	127.3921	30.7969	28.6366	111.7767	107.9025	16.1195	19.4482
Metaxalone	-1	2	3	1	3	10.6463	15.109	22.5003	11.5436	7.631	7.1451	5.0627	1.2743	1.824	0	0	0.1179	0.068	9.4484	5.2889	4.0426	2.3789	0.5609	0.669	0	0	0.0417	0.0241	15	0	4	16	0	0	0	12	0	0	3	1	12.4567	5.5577	3.7692	11.1061	4.6342	3.0482	3.2168	37.5	13.5772	23.9228	0	0	0	0	0	0	0	0	0	0	2.9023	0	-1.0094	-0.3116	0	0	4.0496	0	0.908	0	0	6.0262	-0.1867	0	0	3.1468	0	0	0	0	0	0	0	0	0	0	0	0	0	10.7841	10.5512	0	0	0	0	0	0	0	0	0	221.2554	1.225	0.1426	0.1263	0.1387	0.2799	0.4297	6.1022	4.8083	0.208	9.4502	-0.1665	-4.6419	4.6419	51.8024	447.662	245.471	226.0456	47.002	327.0607	120.6013	40.2738	28.4951	135.4297	110.0413	17.3078	19.6
Methazolamide	-1	1	2	1	5	9.8826	11.8716	19.3891	10.9307	6.3035	6.9013	4.0472	0.955	1.7818	0	0	0.0962	0	9.0932	5.79	5.1411	3.4933	0.6492	1.3478	0	0	0.0612	0	8	0	9	14	0	0	0	5	0	2	3	4	12.0714	4.2449	3.2727	10.8582	3.4989	2.632	2.7137	44.75	2.2456	42.5044	0	0	7.5822	0	0	0	0	0	0	0	0	0	0	-0.0625	0	0	2.7394	0	0	0	0	0	0	0	-0.068	0	0	0	0	4.85	0	0	0	7.1644	0	0	1.1863	0	0	32.3825	0	0	0	0	0	-3.825	0.7462	0	0	0	236.2632	1.315	0.1259	0.1006	0.1419	0.2144	0.8647	5.6278	3.6853	0.2714	9.7706	2.4001	-6.0854	6.0854	68.2357	386.9471	208.8531	191.0893	130.1739	229.1884	157.7586	51.9726	91.0863	115.7321	93.121	55.8451	44.4769
Methenamine	-1	3	0	0	0	4.8233	7.8096	10.8941	6.552	4.899	4.8783	4	0.8165	1.4142	0	0	0	0.2722	6.0315	3.7947	3.5318	2.4	0.6325	0.8485	0	0	0	0.1265	12	0	4	10	0	0	0	6	0	0	0	4	5.625	1.7778	0.7778	5.4852	1.7072	0.7397	0.9365	17	7.125	9.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140.1876	0.6148	0.1496	0.1487	0.141	0.1143	0.3083	0.0136	6.0474	0.1654	9.6863	-2.4085	-3.6389	3.6389	40.0385	276.9046	148.0193	130.1807	21.2833	223.8546	53.05	25.5316	10.6182	91.1339	56.8855	10.3942	7.3691
Methotrexate	-1	3	9	5	9	21.4057	24.8596	39.8783	24.1206	15.6339	14.733	11.2301	2.7442	5.3704	0	0	0	0.2069	17.5954	9.7502	7.2002	4.7209	0.9058	1.5699	0	0	0	0.0547	22	0	13	33	0	0	0	20	0	0	5	8	27.5853	12.808	8	23.2768	9.8241	5.8557	6.9295	92	7.6468	84.3532	0	59.9515	15.2061	0	0	0	0	0	0	0	2.3653	0	-7.941	-0.5898	0	0	1.8156	0	-0.2177	0	0	8.0087	-1.297	0	-2.4403	1.7498	0.6415	0	0	11.4105	0	0	0	0	16.5223	0	1.8599	0	9.1885	43.0354	0	0	0	0	0	0	0	0	0	0	454.4444	2.288	0.1726	0.1148	0.1296	0.2607	0.3806	3.794	3.7764	0.2648	8.5382	0.9855	-4.7619	4.7619	42.8153	721.5462	447.5479	396.4048	186.6878	444.2666	277.2795	81.3332	74.9721	235.8096	211.7383	43.0595	49.7279
Methoxsalen	-1	3	1	0	4	9.2393	12.214	19.8923	11.121	7.792	7.0048	6.205	1.0303	2.622	0	0	0.1179	0.1134	8.5197	4.7746	3.4215	2.4871	0.3679	0.792	0	0	0.034	0.0351	8	0	4	16	0	0	0	12	0	0	4	0	11.1111	4.3491	1.8612	9.4741	3.3812	1.3586	2.0021	39.5	12.6778	26.8222	0	0	0	0	0	0	0	0	0	0.9111	2.7802	0	0	0	0.9289	0	1.5176	0	0	0	3.0871	5.2978	0	0	-0.4058	1.6787	1.5024	0	0	0	0	0	0	0	0	0	0	0	0	11.1731	10.3483	5.3009	0	0	0	0	0	0	0	0	216.1928	1.0335	0.1892	0.1159	0.132	0.2064	0.279	6.2224	3.9549	0.2529	8.7866	0.8769	-4.8318	4.8318	46.165	377.1083	200.9772	188.846	40.5788	210.4373	166.671	31.2381	27.3477	83.1328	117.8444	12.6912	15.9914
Methyclothiazide	-1	2	2	2	4	11.4923	13.8908	22.6868	15.2925	9.0856	9.8019	7.5169	0.9714	3.1536	0	0	0	0.0948	13.314	9.1553	8.3711	6.4791	0.9969	2.8744	0	0	0	0.0604	11	2	11	20	0	2	0	9	0	2	4	3	16.3719	5.3253	2.845	15.2331	4.6911	2.4476	3.573	62.0556	2.2259	59.8297	11.5208	0	12.8279	0	0	0	0	0	0	0	1.7628	0	-0.9192	0	0	0	1.3369	0	0.0176	0	0	2.1498	-0.6476	0	0	-0.6308	0	0	0	5.0053	0	0	0	2.8662	0	0	1.017	0	0	47.4166	0	0	0	0	0	-7.9963	0	0	11.5208	0	360.2296	1.7897	0.1447	0.1058	0.1441	0.2657	0.8915	8.9856	4.0519	0.2468	9.988	1.8842	-5.9361	5.9361	71.3891	480.2292	290.9429	259.3172	118.3138	250.8277	229.4015	41.8292	136.2303	160.1859	130.757	78.0626	70.8305
Methylphenobarbital	-1	2	2	1	3	8.753	12.4975	18.3467	13.3365	8.5357	7.5627	7.1545	0.9433	2.669	0	0	0	0.1413	10.2658	5.7281	4.2484	3.3794	0.3375	0.7919	0	0	0	0.0461	14	0	5	18	0	0	0	13	0	0	3	2	14.41	5.551	2.2844	12.2912	4.2514	1.6276	2.9031	48.9167	9.8318	39.0849	0	0	0	0	0	0	0	0	0	0	3.6673	0	-0.3994	0	0	0	3.1305	0	0.3049	0	0	8.8012	0	0	-0.6759	0.6059	0	-1.3017	0	0	0	0	0	0	0	0	0	0	0	35.9016	0	0	0	0	0	0	0	0	0	0	246.2652	1.1261	0.1675	0.1229	0.1421	0.2834	0.3802	1.2939	4.8064	0.2081	9.7906	0.1779	-4.9842	4.9842	59.7015	413.3791	242.4453	214.8882	57.9171	273.184	140.1951	37.136	35.7427	122.8317	119.6135	20.6657	24.6463
Methyltestosterone	-1	4	0	1	2	11.8941	14.1443	21.747	15.7507	10.2784	10.9152	9.944	0.8048	2.3094	0	0	0.0722	0.1552	14.3217	9.2416	9.2375	8.5241	0.5572	1.8713	0	0	0.0722	0.1259	30	0	2	22	0	0	0	20	0	0	2	0	15.5232	4.7619	1.9771	14.9305	4.4656	1.83	3.0306	44.0833	21.3393	22.744	0	33.5864	0	0	0	0	0	0	0	1.0237	0	0	-11.0844	0	0	0	6.8465	0	8.6824	0	1.9845	0	2.1601	0	1.7859	0	0	-0.12	0	0	0	0	0	0	0	0	0	0	10.9145	11.8295	0	0	0	0	0	0	0	0	0	0	302.4558	1.357	0.1783	0.1251	0.1446	0.2062	0.3391	5.1568	5.0421	0.1983	10.0426	-0.0415	-5.0005	5.0005	63.0395	489.0153	340.3144	272.5618	33.8177	405.635	83.3803	40.1795	22.7131	224.8576	115.4568	22.4393	22.52
